MISTER-BENCH fps=35.6
MISTER-PROF samples=23643 dropped=0 hz=1000 modules=12
MISTER-PROF-PC 26  0.11% 0x01cfec8c /media/fat/games/mame/prof/lrmame_libretro.so
MISTER-PROF-PC 26  0.11% 0x01cfebe8 /media/fat/games/mame/prof/lrmame_libretro.so
MISTER-PROF-PC 26  0.11% 0xabc96db8 [unmapped]
MISTER-PROF-PC 26  0.11% 0xabc96c68 [unmapped]
MISTER-PROF-PC 26  0.11% 0x01e50c4c /media/fat/games/mame/prof/lrmame_libretro.so
MISTER-PROF-PC 26  0.11% 0x01cfe93c /media/fat/games/mame/prof/lrmame_libretro.so
MISTER-PROF-PC 26  0.11% 0x01e50c44 /media/fat/games/mame/prof/lrmame_libretro.so
MISTER-PROF-PC 26  0.11% 0xabc19c24 [unmapped]
MISTER-PROF-PC 25  0.11% 0x01cfecfc /media/fat/games/mame/prof/lrmame_libretro.so
MISTER-PROF-PC 25  0.11% 0x01cfeca4 /media/fat/games/mame/prof/lrmame_libretro.so
MISTER-PROF-PC 25  0.11% 0x01cfebf8 /media/fat/games/mame/prof/lrmame_libretro.so
MISTER-PROF-PC 25  0.11% 0x00059d4c /usr/lib/libc-2.31.so
MISTER-PROF-PC 25  0.11% 0x01e50db4 /media/fat/games/mame/prof/lrmame_libretro.so
MISTER-PROF-PC 25  0.11% 0x01d9e3b0 /media/fat/games/mame/prof/lrmame_libretro.so
MISTER-PROF-PC 25  0.11% 0x0005e300 /usr/lib/libc-2.31.so
MISTER-PROF-PC 25  0.11% 0x01d9ec2c /media/fat/games/mame/prof/lrmame_libretro.so
MISTER-PROF-PC 25  0.11% 0x01cfec24 /media/fat/games/mame/prof/lrmame_libretro.so
MISTER-PROF-PC 25  0.11% 0x0005e238 /usr/lib/libc-2.31.so
MISTER-PROF-PC 25  0.11% 0xabc96bf8 [unmapped]
MISTER-PROF-PC 25  0.11% 0x01d9342c /media/fat/games/mame/prof/lrmame_libretro.so
MISTER-PROF-PC 24  0.10% 0x01cfe980 /media/fat/games/mame/prof/lrmame_libretro.so
MISTER-PROF-PC 24  0.10% 0x00178f24 /media/fat/games/mame/prof/lrmame_libretro.so
MISTER-PROF-PC 24  0.10% 0x01cfedec /media/fat/games/mame/prof/lrmame_libretro.so
MISTER-PROF-PC 24  0.10% 0x01cfe918 /media/fat/games/mame/prof/lrmame_libretro.so
MISTER-PROF-PC 24  0.10% 0x01cfe960 /media/fat/games/mame/prof/lrmame_libretro.so
MISTER-PROF-PC 24  0.10% 0x01cfed7c /media/fat/games/mame/prof/lrmame_libretro.so
MISTER-PROF-PC 24  0.10% 0x01cfe9a0 /media/fat/games/mame/prof/lrmame_libretro.so
MISTER-PROF-PC 24  0.10% 0xabc96c5c [unmapped]
MISTER-PROF-PC 24  0.10% 0x01cfe990 /media/fat/games/mame/prof/lrmame_libretro.so
MISTER-PROF-PC 24  0.10% 0xabc96d3c [unmapped]
MISTER-PROF-PC 24  0.10% 0xabc19b84 [unmapped]
MISTER-PROF-PC 23  0.10% 0xabc96d88 [unmapped]
MISTER-PROF-PC 23  0.10% 0xabc19b74 [unmapped]
MISTER-PROF-PC 23  0.10% 0xabc19c14 [unmapped]
MISTER-PROF-PC 23  0.10% 0x01cfe9c0 /media/fat/games/mame/prof/lrmame_libretro.so
